Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Óculos e Protetor Facial;2020-04-30;314037;Outros Órgãos Federais;Unidade;1600,00;Entregue
Óculos e Protetor Facial;2020-05-04;314059;Outros Órgãos Federais;Unidade;4000,00;Entregue
Óculos e Protetor Facial;2020-05-07;314579;Outros Órgãos Federais;Unidade;1900,00;Entregue
Óculos e Protetor Facial;2020-05-20;316245;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316244;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316239;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316254;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316278;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316203;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316221;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-20;316261;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316257;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316274;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316227;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316237;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316262;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316279;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316280;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316200;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316222;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316223;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316202;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316225;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316197;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316247;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-20;316231;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316234;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-20;316250;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-22;316420;Outros Órgãos Federais;Unidade;5,00;Entregue
Óculos e Protetor Facial;2020-05-23;316639;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-23;316639;Outros Órgãos Federais;Unidade;1000,00;Entregue
Óculos e Protetor Facial;2020-05-25;316599;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316601;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316656;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316572;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316600;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316598;Outros Órgãos Federais;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-05-25;316574;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316592;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316573;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316565;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316577;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316579;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316583;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316588;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316591;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316593;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316568;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316569;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316580;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316589;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316590;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316594;Outros Órgãos Federais;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-05-25;316578;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316570;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316582;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316584;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316571;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316581;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316586;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316587;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316566;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-05-25;316567;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316575;Outros Órgãos Federais;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-05-25;316595;Outros Órgãos Federais;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-05-25;316597;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-05-25;316585;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-25;316576;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-05-31;316981;Outros Órgãos Federais;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-06-04;317787;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317789;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317790;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317791;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317792;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317794;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317845;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317818;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317829;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317858;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317819;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317820;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317834;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317842;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-08;317945;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-10;318145;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-10;318151;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-10;318154;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318490;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318488;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318496;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318497;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318492;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318501;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318505;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318513;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318521;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318503;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318509;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318511;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318515;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-12;318494;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318522;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318508;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318491;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318523;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-12;318506;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-12;318481;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-23;319926;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-23;320023;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-06-23;319926;Outros Órgãos Federais;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-03-19;308803;Pará;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-03-19;308502;Pará;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-03-24;309465;Pará;Unidade;640,00;Entregue
Óculos e Protetor Facial;2020-03-28;309995;Pará;Unidade;720,00;Entregue
Óculos e Protetor Facial;2020-04-10;311432;Pará;Unidade;240,00;Entregue
Óculos e Protetor Facial;2020-04-15;311915;Pará;Unidade;60,00;Entregue
Óculos e Protetor Facial;2020-04-29;313901;Pará;Unidade;3000,00;Entregue
Óculos e Protetor Facial;2020-04-30;314031;Pará;Unidade;3000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315603;Pará;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-05-14;315603;Pará;Unidade;12300,00;Entregue
Óculos e Protetor Facial;2020-05-22;316499;Pará;Unidade;27800,00;Entregue
Óculos e Protetor Facial;2020-06-04;317786;Pará;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-06-04;317786;Pará;Unidade;4300,00;Entregue
Óculos e Protetor Facial;2020-06-05;317938;Pará;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317938;Pará;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-06-10;318277;Pará;Unidade;1100,00;Entregue
Óculos e Protetor Facial;2020-06-10;318277;Pará;Unidade;10500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318248;Pará;Unidade;1200,00;Entregue
Óculos e Protetor Facial;2020-03-19;308810;Paraíba;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-03-19;308507;Paraíba;Unidade;120,00;Entregue
Óculos e Protetor Facial;2020-03-25;309480;Paraíba;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-03-28;309996;Paraíba;Unidade;360,00;Entregue
Óculos e Protetor Facial;2020-04-10;311376;Paraíba;Unidade;160,00;Entregue
Óculos e Protetor Facial;2020-04-15;311916;Paraíba;Unidade;60,00;Entregue
Óculos e Protetor Facial;2020-04-30;314033;Paraíba;Unidade;2000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315582;Paraíba;Unidade;8600,00;Entregue
Óculos e Protetor Facial;2020-05-22;316480;Paraíba;Unidade;5800,00;Entregue
Óculos e Protetor Facial;2020-05-22;316480;Paraíba;Unidade;13500,00;Entregue
Óculos e Protetor Facial;2020-06-04;317765;Paraíba;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-06-04;317765;Paraíba;Unidade;2400,00;Entregue
Óculos e Protetor Facial;2020-06-05;317905;Paraíba;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317905;Paraíba;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-06-10;318278;Paraíba;Unidade;6600,00;Entregue
Óculos e Protetor Facial;2020-06-10;318249;Paraíba;Unidade;2300,00;Entregue
Óculos e Protetor Facial;2020-03-19;308827;Paraná;Unidade;1080,00;Entregue
Óculos e Protetor Facial;2020-03-19;308530;Paraná;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-03-25;309518;Paraná;Unidade;880,00;Entregue
Óculos e Protetor Facial;2020-03-28;309999;Paraná;Unidade;960,00;Entregue
Óculos e Protetor Facial;2020-04-10;311378;Paraná;Unidade;520,00;Entregue
Óculos e Protetor Facial;2020-04-15;311917;Paraná;Unidade;180,00;Entregue
Óculos e Protetor Facial;2020-04-30;313995;Paraná;Unidade;6100,00;Entregue
Óculos e Protetor Facial;2020-05-14;315605;Paraná;Unidade;9000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315605;Paraná;Unidade;9600,00;Entregue
Óculos e Protetor Facial;2020-05-22;316489;Paraná;Unidade;32400,00;Entregue
Óculos e Protetor Facial;2020-05-22;316489;Paraná;Unidade;10100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317771;Paraná;Unidade;1200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317771;Paraná;Unidade;6500,00;Entregue
Óculos e Protetor Facial;2020-06-05;317910;Paraná;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317910;Paraná;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-06-10;318281;Paraná;Unidade;17700,00;Entregue
Óculos e Protetor Facial;2020-06-10;318252;Paraná;Unidade;1900,00;Entregue
Óculos e Protetor Facial;2020-03-19;308812;Pernambuco;Unidade;920,00;Entregue
Óculos e Protetor Facial;2020-03-25;309481;Pernambuco;Unidade;720,00;Entregue
Óculos e Protetor Facial;2020-03-28;309997;Pernambuco;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-04-10;311381;Pernambuco;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-04-15;311918;Pernambuco;Unidade;120,00;Entregue
Óculos e Protetor Facial;2020-04-30;313996;Pernambuco;Unidade;4500,00;Entregue
Óculos e Protetor Facial;2020-05-14;315592;Pernambuco;Unidade;17200,00;Entregue
Óculos e Protetor Facial;2020-05-22;316482;Pernambuco;Unidade;9100,00;Entregue
Óculos e Protetor Facial;2020-05-22;316482;Pernambuco;Unidade;21100,00;Entregue
Óculos e Protetor Facial;2020-05-22;316482;Pernambuco;Unidade;8200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317768;Pernambuco;Unidade;1200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317768;Pernambuco;Unidade;5800,00;Entregue
Óculos e Protetor Facial;2020-06-05;317907;Pernambuco;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317907;Pernambuco;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-06-10;318279;Pernambuco;Unidade;15700,00;Entregue
Óculos e Protetor Facial;2020-06-10;318250;Pernambuco;Unidade;2100,00;Entregue
Óculos e Protetor Facial;2020-03-19;308819;Piauí;Unidade;320,00;Entregue
Óculos e Protetor Facial;2020-03-19;308524;Piauí;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-03-25;309482;Piauí;Unidade;280,00;Entregue
Óculos e Protetor Facial;2020-03-28;309998;Piauí;Unidade;280,00;Entregue
Óculos e Protetor Facial;2020-04-10;311407;Piauí;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-04-15;311919;Piauí;Unidade;60,00;Entregue
Óculos e Protetor Facial;2020-04-30;313997;Piauí;Unidade;1600,00;Entregue
Óculos e Protetor Facial;2020-05-14;315604;Piauí;Unidade;6800,00;Entregue
Óculos e Protetor Facial;2020-05-22;316486;Piauí;Unidade;14600,00;Entregue
Óculos e Protetor Facial;2020-06-04;317770;Piauí;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317770;Piauí;Unidade;1600,00;Entregue
Óculos e Protetor Facial;2020-06-05;317908;Piauí;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317908;Piauí;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-06-10;318280;Piauí;Unidade;4500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318251;Piauí;Unidade;2200,00;Entregue
Óculos e Protetor Facial;2020-03-19;308824;Rio de Janeiro;Unidade;1640,00;Entregue
Óculos e Protetor Facial;2020-03-19;308733;Rio de Janeiro;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-03-28;310002;Rio de Janeiro;Unidade;1480,00;Entregue
Óculos e Protetor Facial;2020-03-28;310018;Rio de Janeiro;Unidade;1360,00;Entregue
Óculos e Protetor Facial;2020-04-10;311408;Rio de Janeiro;Unidade;760,00;Entregue
Óculos e Protetor Facial;2020-04-15;311920;Rio de Janeiro;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-04-30;313998;Rio de Janeiro;Unidade;8400,00;Entregue
Óculos e Protetor Facial;2020-05-07;314570;Rio de Janeiro;Unidade;12600,00;Entregue
Óculos e Protetor Facial;2020-05-22;316492;Rio de Janeiro;Unidade;12000,00;Entregue
Óculos e Protetor Facial;2020-06-04;317772;Rio de Janeiro;Unidade;1600,00;Entregue
Óculos e Protetor Facial;2020-06-04;317772;Rio de Janeiro;Unidade;7700,00;Entregue
Óculos e Protetor Facial;2020-06-05;317911;Rio de Janeiro;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-06-05;317911;Rio de Janeiro;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-06-05;317911;Rio de Janeiro;Unidade;5600,00;Entregue
Óculos e Protetor Facial;2020-06-10;318282;Rio de Janeiro;Unidade;20900,00;Entregue
Óculos e Protetor Facial;2020-06-10;318253;Rio de Janeiro;Unidade;15200,00;Entregue
Óculos e Protetor Facial;2020-03-19;308822;Rio Grande do Norte;Unidade;320,00;Entregue
Óculos e Protetor Facial;2020-03-19;308736;Rio Grande do Norte;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-03-25;309507;Rio Grande do Norte;Unidade;280,00;Entregue
Óculos e Protetor Facial;2020-03-28;310003;Rio Grande do Norte;Unidade;280,00;Entregue
Óculos e Protetor Facial;2020-04-10;311410;Rio Grande do Norte;Unidade;160,00;Entregue
Óculos e Protetor Facial;2020-04-15;311921;Rio Grande do Norte;Unidade;60,00;Entregue
Óculos e Protetor Facial;2020-04-30;314014;Rio Grande do Norte;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-04-30;314014;Rio Grande do Norte;Unidade;1000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315606;Rio Grande do Norte;Unidade;7600,00;Entregue
Óculos e Protetor Facial;2020-05-22;316495;Rio Grande do Norte;Unidade;1400,00;Entregue
Óculos e Protetor Facial;2020-05-22;316495;Rio Grande do Norte;Unidade;14200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317773;Rio Grande do Norte;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317773;Rio Grande do Norte;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317773;Rio Grande do Norte;Unidade;2000,00;Entregue
Óculos e Protetor Facial;2020-06-05;317912;Rio Grande do Norte;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317912;Rio Grande do Norte;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-06-10;318283;Rio Grande do Norte;Unidade;5500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318254;Rio Grande do Norte;Unidade;1700,00;Entregue
Óculos e Protetor Facial;2020-03-19;308813;Rio Grande do Sul;Unidade;1080,00;Entregue
Óculos e Protetor Facial;2020-03-19;308742;Rio Grande do Sul;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-03-28;309980;Rio Grande do Sul;Unidade;880,00;Entregue
Óculos e Protetor Facial;2020-03-28;310007;Rio Grande do Sul;Unidade;960,00;Entregue
Óculos e Protetor Facial;2020-04-10;311411;Rio Grande do Sul;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-04-15;311922;Rio Grande do Sul;Unidade;240,00;Entregue
Óculos e Protetor Facial;2020-04-30;314015;Rio Grande do Sul;Unidade;7000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315609;Rio Grande do Sul;Unidade;18100,00;Entregue
Óculos e Protetor Facial;2020-05-22;316501;Rio Grande do Sul;Unidade;40900,00;Entregue
Óculos e Protetor Facial;2020-06-04;317788;Rio Grande do Sul;Unidade;1000,00;Entregue
Óculos e Protetor Facial;2020-06-04;317788;Rio Grande do Sul;Unidade;5400,00;Entregue
Óculos e Protetor Facial;2020-06-05;317914;Rio Grande do Sul;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317914;Rio Grande do Sul;Unidade;1600,00;Entregue
Óculos e Protetor Facial;2020-06-10;318286;Rio Grande do Sul;Unidade;14500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318257;Rio Grande do Sul;Unidade;4300,00;Entregue
Óculos e Protetor Facial;2020-03-19;308816;Rondônia;Unidade;160,00;Entregue
Óculos e Protetor Facial;2020-03-19;308738;Rondônia;Unidade;10,00;Entregue
Óculos e Protetor Facial;2020-03-25;309472;Rondônia;Unidade;120,00;Entregue
Óculos e Protetor Facial;2020-03-28;310004;Rondônia;Unidade;160,00;Entregue
Óculos e Protetor Facial;2020-04-10;311409;Rondônia;Unidade;80,00;Entregue
Óculos e Protetor Facial;2020-04-30;314016;Rondônia;Unidade;900,00;Entregue
Óculos e Protetor Facial;2020-05-14;315607;Rondônia;Unidade;4000,00;Entregue
Óculos e Protetor Facial;2020-05-22;316497;Rondônia;Unidade;8100,00;Entregue
Óculos e Protetor Facial;2020-06-04;317774;Rondônia;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317774;Rondônia;Unidade;1100,00;Entregue
Óculos e Protetor Facial;2020-06-05;317913;Rondônia;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317913;Rondônia;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-06-10;318285;Rondônia;Unidade;3200,00;Entregue
Óculos e Protetor Facial;2020-06-10;318255;Rondônia;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-03-19;308815;Roraima;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-03-19;308739;Roraima;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-03-25;309473;Roraima;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-03-28;310005;Roraima;Unidade;80,00;Entregue
Óculos e Protetor Facial;2020-04-30;314017;Roraima;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-05-14;315608;Roraima;Unidade;1800,00;Entregue
Óculos e Protetor Facial;2020-05-23;316638;Roraima;Unidade;2500,00;Entregue
Óculos e Protetor Facial;2020-06-04;317775;Roraima;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317775;Roraima;Unidade;800,00;Entregue
Óculos e Protetor Facial;2020-06-08;317944;Roraima;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-08;317944;Roraima;Unidade;300,00;Entregue
Óculos e Protetor Facial;2020-06-10;318256;Roraima;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-06-12;318480;Roraima;Unidade;1100,00;Entregue
Óculos e Protetor Facial;2020-03-19;308811;Santa Catarina;Unidade;680,00;Entregue
Óculos e Protetor Facial;2020-03-19;308743;Santa Catarina;Unidade;10,00;Entregue
Óculos e Protetor Facial;2020-03-25;309519;Santa Catarina;Unidade;520,00;Entregue
Óculos e Protetor Facial;2020-03-28;310008;Santa Catarina;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-04-10;311413;Santa Catarina;Unidade;320,00;Entregue
Óculos e Protetor Facial;2020-04-15;311925;Santa Catarina;Unidade;120,00;Entregue
Óculos e Protetor Facial;2020-04-30;314032;Santa Catarina;Unidade;3900,00;Entregue
Óculos e Protetor Facial;2020-05-14;315610;Santa Catarina;Unidade;11500,00;Entregue
Óculos e Protetor Facial;2020-05-22;316502;Santa Catarina;Unidade;10400,00;Entregue
Óculos e Protetor Facial;2020-05-22;316502;Santa Catarina;Unidade;16700,00;Entregue
Óculos e Protetor Facial;2020-06-04;317777;Santa Catarina;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-04;317777;Santa Catarina;Unidade;600,00;Entregue
Óculos e Protetor Facial;2020-06-04;317777;Santa Catarina;Unidade;4400,00;Entregue
Óculos e Protetor Facial;2020-06-05;317916;Santa Catarina;Unidade;200,00;Entregue
Óculos e Protetor Facial;2020-06-05;317916;Santa Catarina;Unidade;400,00;Entregue
Óculos e Protetor Facial;2020-06-10;318287;Santa Catarina;Unidade;11500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318287;Santa Catarina;Unidade;500,00;Entregue
Óculos e Protetor Facial;2020-06-10;318258;Santa Catarina;Unidade;700,00;Entregue
Óculos e Protetor Facial;2020-03-19;308802;São Paulo;Unidade;4360,00;Entregue
Óculos e Protetor Facial;2020-03-25;309515;São Paulo;Unidade;3840,00;Entregue
Óculos e Protetor Facial;2020-03-28;310010;São Paulo;Unidade;3880,00;Entregue
Óculos e Protetor Facial;2020-04-10;311414;São Paulo;Unidade;2240,00;Entregue
Óculos e Protetor Facial;2020-04-15;311929;São Paulo;Unidade;40,00;Entregue
Óculos e Protetor Facial;2020-04-15;311929;São Paulo;Unidade;870,00;Entregue
Óculos e Protetor Facial;2020-04-15;311929;São Paulo;Unidade;30,00;Entregue
Óculos e Protetor Facial;2020-04-30;314034;São Paulo;Unidade;25000,00;Entregue
Óculos e Protetor Facial;2020-05-14;315612;São Paulo;Unidade;66700,00;Entregue
Óculos e Protetor Facial;2020-05-14;315612;São Paulo;Unidade;8600,00;Entregue
Óculos e Protetor Facial;2020-05-22;316504;São Paulo;Unidade;165200,00;Entregue
Óculos e Protetor Facial;2020-05-22;316504;São Paulo;Unidade;3800,00;Entregue
Óculos e Protetor Facial;2020-06-05;317918;São Paulo;Unidade;1000,00;Entregue
Óculos e Protetor Facial;2020-06-05;317918;São Paulo;Unidade;5200,00;Entregue
Óculos e Protetor Facial;2020-06-10;318289;São Paulo;Unidade;1200,00;Entregue
Óculos e Protetor Facial;2020-06-10;318289;São Paulo;Unidade;11600,00;Entregue
