DATA,FORNECEDOR,DESTINO,ESTADOMUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATADEENTREGA
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde (Zƒ DOCA),MA,03/07/2020
07/07/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,COROATç - Hospital  Regional Alexandre M. Trov‹o de Coroat‡,MA,18/07/2020
07/07/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20/07/2020
07/07/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20/07/2020
07/07/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,SANTA INæS - HOSPITAL REGIONAL TOMçS MARTINS,MA,19/07/2020
07/07/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,SANTA INæS - HOSPITAL REGIONAL TOMçS MARTINS,MA,19/07/2020
07/07/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,TIMBIRAS - Hospital  Regional de Timbiras,MA,18/07/2020
07/07/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,TIMON - Hospital Regional Alarico Pacheco,MA,17/07/2020
07/07/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,TIMON - Hospital Regional Alarico Pacheco,MA,17/07/2020
24/07/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,VITORINO FREIRE - Secretaria Municipal de Saœde ,MA,07/08/2020
24/07/2020,KTK,MARANHÌO,MUNICIPIO,TRANSPORTE,2,40000,VITORINO FREIRE - Secretaria Municipal de Saœde ,MA,07/08/2020
31/07/2020,KTK,MARANHÌO,MUNICIPIO,TRANSPORTE,2,40000,SMS de ITAPECURU MIRIM,MA,14/08/2020
09/08/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,1,60000,SMS de GRAJAU,MA,15/08/2020
09/08/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,2,120000,SMS de BOM JARDIM,MA,15/08/2020
09/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SMS de GRAJAU,MA,15/08/2020
09/08/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,2,120000,SMS de ARAIOSES,MA,15/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
14/08/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,2,120000,SMS de GOV EUGENIO BARROS,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SMS de MARAJA DO SENA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SMS de MARAJA DO SENA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,1,60000,SMS de PARNARAMA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SMS de PARNARAMA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,1,60000,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,2,96580,SMS de SAO RAIMUNDO DOS MANGABEIRA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,1,60000,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
08/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,20,965800,Secretaria Estadual de Saœde,MG,10/06/2020
08/06/2020,LEISTUNG,MINAS GERAIS,ESTADO,UTI,80,4800000,Secretaria Estadual de Saœde,MG,10/06/2020
12/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,15,900000,Secretaria Municipal de Saœde - Contagem,MG,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde - Contagem,MG,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - Ibirite,MG,15/06/2020
16/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,50,2414500,Secretaria Estadual de Saœde,MG,18/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde - BETIM,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde - BETIM,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - CONTAGEM,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - CONTAGEM,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - CORONEL FABRICIANO,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - CORONEL FABRICIANO,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - JUIZ DE FORA,MG,30/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - JUIZ DE FORA,MG,30/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saœde - LAGOA SANTA,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde - LAGOA SANTA,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - LAVRAS,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - LAVRAS,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde - MEDINA,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde - MEDINA,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde - MONTES CLAROS,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde - MONTES CLAROS,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saœde - PIRAPORA,MG,28/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde - PIRAPORA,MG,28/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - SÌO JOÌO DEL REI,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - SÌO JOÌO DEL REI,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde - SÌO LOUREN‚O,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4,193160,Secretaria Municipal de Saœde - UBç,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,4,240000,Secretaria Municipal de Saœde - UBç,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - UBERABA,MG,01/07/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - UBERABA,MG,01/07/2020
26/06/2020,VYAIRE,MINAS GERAIS,ESTADO,UTI,50,3000000,Secretaria Estadual de Saœde,MG,27/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,50,2414500,Secretaria Estadual de Saœde,MG,27/06/2020
04/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde - Uberl‰ndia,MG,06/07/2020
04/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,200000,Secretaria Municipal de Saœde - Uberl‰ndia,MG,06/07/2020
07/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Patos de MInas - HOSPITAL REGIONAL ATïNIO DIAS,MG,10/07/2020
07/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Patos de MInas - HOSPITAL REGIONAL ATïNIO DIAS,MG,10/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,ESTADO ,TRANSPORTE,53,2559370,Secretaria Estadual de Saœde,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,ESTADO ,UTI,47,2820000,Secretaria Estadual de Saœde,MG,15/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,6,289740, Secretaria Municipal de Saœde - FORMIGA,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,6,360000, Secretaria Municipal de Saœde - FORMIGA,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - JOÌO PINHEIRO,MG,16/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - JOÌO PINHEIRO,MG,16/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde - NANUQUE,MG,17/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde - NANUQUE,MG,17/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,SÌO GOTARDO - Secretaria Municipal de Saœde,MG,16/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,SÌO GOTARDO - Secretaria Municipal de Saœde,MG,16/07/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,BELO HORIZONTE - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,100000,BELO HORIZONTE - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,CARBONITA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,IPANEMA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,ITABUIRITO - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,60000,ITAUNA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,1,60000,JACINTO - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,60000,LAGOA FORMOSA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,LAGOA SANTA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,60000,LARANJAL - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,MAR DE ESPANHA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,MARTINS SOARES - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,MATIPO - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,MATIPO - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,PARA DE MINAS - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,20000,PARA DE MINAS - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,PARACATU - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,100000,PARACATU - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SÌO TIAGO - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5,300000,UBERLANDIA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,100000,UBERLANDIA - Secretaria Municipal de Saœde ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,VARGEM ALEGRE - Secretaria Municipal de Saœde ,MG,03/08/2020
31/07/2020,VYAIRE LTV 1200 USA,MINAS GERAIS,MUNICIPIO,TRANSPORTE USA,30,1893779,SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE,MG,07/08/2020
31/07/2020,VYAIRE LTV 1200 USA,MINAS GERAIS,MUNICIPIO,TRANSPORTE USA,30,1893779,SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE,MG,07/08/2020
31/07/2020,VYAIRE LTV 1200 USA,MINAS GERAIS,MUNICIPIO,TRANSPORTE USA,20,1262519,SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SECRETARIA MUNICIPAL DE SAUDE - BELO HORIZONTE,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SMS de  Bom Sucesso,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,1,60000,SMS de Dom Cavati,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,1,60000,SMS de Dores do Indaia,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,2,120000,SMS de Ervalia,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,1,60000,SMS de Jaiba,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,20000,SMS de Jaiba,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,20000,SMS de Pitangui,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SMS de RIO POMBA,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SMS de Santa Maria do Suacui,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,1,60000,SMS de Santo Antonio do Amparo,MG,07/08/2020
31/07/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,1,60000,SMS de Tres Coracoes,MG,07/08/2020
31/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,100000,SMS de Tres Coracoes,MG,07/08/2020
09/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,4,240000,SMS de Monte Carmelo,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Bom Despacho,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Carmo do Paranaiba,MG,14/08/2020
09/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,5,300000,SMS de Montes Claros,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,SMS de Montes Claros,MG,14/08/2020
09/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,10,600000,SMS de Patos de Minas,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Astolfo Dutra,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4,193160,SMS de Grao Mogol,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Monte Alegre de Minas,MG,14/08/2020
09/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Prata,MG,14/08/2020
09/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,20,1200000,SECR MUN DE SAUDE DE TEOFILO OTONI  MG,MG,14/08/2020
09/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,10,600000,SMS de Pirapora,MG,14/08/2020
09/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,6,360000,SMS de Araxa,MG,14/08/2020
10/08/2020,LEISTUNG,MINAS GERAIS,MUNICIPIO,UTI,2,120000, SMS de Gouveia,MG,14/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Pintopolis,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4,193160,SMS de Buritis,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4,193160,SMS de Buritis,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,SMS de Betim,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,SMS de RIBEIRAO DAS NEVES,MG,21/08/2020
14/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,SMS de Urucuia,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Betim,MG,21/08/2020
14/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,SMS de Lagoa Formosa,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,SMS de Vespasiano,MG,21/08/2020
14/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10,600000,SMS de Vespasiano,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Sete Lagoas,MG,21/08/2020
14/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10,600000,SMS de Betim,MG,21/08/2020
14/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Manhuacu,MG,21/08/2020
14/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,SMS de Manhuacu,MG,21/08/2020
21/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Ituiutaba,MG,25/08/2020
21/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,SMS de Ituiutaba,MG,25/08/2020
21/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,7,420000,SMS de Frutal,MG,25/08/2020
21/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,96580,Policlinica Amilcar PellonÊ Itajuba,MG,25/08/2020
21/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3,180000,Policlinica Amilcar PellonÊ Itajuba,MG,25/08/2020
21/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,144870,SMS de Pouso Alegre,MG,25/08/2020
21/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2,120000,SMS de Santa Rita do Sapucai,MG,25/08/2020
21/08/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,6,360000,SMS de Vazante,MG,22/08/2020
27/08/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3,144870,SMS de Bocaiuva,MG,04/09/2020
03/09/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,UTI,2,120000,SMS de Pouso Alegre,MG,04/09/2020
11/09/2020,KTK,MINAS GERAIS,MUNICIPIO,UTI,3,180000,SMS de Itaguara,MG,15/09/2020
11/09/2020,KTK,MINAS GERAIS,MUNICIPIO,UTI,3,180000,SMS de Itanhandu,MG,14/09/2020
11/09/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2,40000,SMS de Itanhandu,MG,14/09/2020
02/10/2020,KTK,MINAS GERAIS,MUNICIPIO,UTI,5,300000,SMS de Montes Claros,MG,05/10/2020
04/06/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Trs Lagoas),MS,05/06/2020
04/06/2020,VYAIRE,MATO GROSSO DO SUL,ESTADO,UTI,10,600000,Secretaria Estadual de Saœde,MS,06/06/2020
04/06/2020,MAGNAMED,MATO GROSSO DO SUL,ESTADO,TRANSPORTE,10,482900,Secretaria Estadual de Saœde,MS,06/06/2020
08/06/2020,LEISTUNG,MATO GROSSO DO SUL,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (Campo Grande),MS,10/06/2020
08/06/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Campo Grande),MS,10/06/2020
09/06/2020,VYAIRE,MATO GROSSO DO SUL,ESTADO,UTI,15,900000,Secretaria Estadual de Saœde,MS,12/06/2020
09/06/2020,WEG,MATO GROSSO DO SUL,ESTADO,UTI,2,120000,Secretaria Estadual de Saœde,MS,12/06/2020
09/06/2020,KTK,MATO GROSSO DO SUL,ESTADO,UTI,3,180000,Secretaria Estadual de Saœde,MS,12/06/2020
09/06/2020,MAGNAMED,MATO GROSSO DO SUL,ESTADO,UTI,5,300000,Secretaria Estadual de Saœde,MS,12/06/2020
09/06/2020,MAGNAMED,MATO GROSSO DO SUL,ESTADO,TRANSPORTE,25,1207250,Secretaria Estadual de Saœde,MS,12/06/2020
07/07/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,8,480000,campo Grande - HOSPITAL REGIONAL DE MATO GROSSO DO SUL,MS,11/07/2020
07/07/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,7,338030,campo Grande - HOSPITAL REGIONAL DE MATO GROSSO DO SUL,MS,11/07/2020
07/07/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,10,600000,campo Grande - SANTA CASA,MS,11/07/2020
07/07/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,10,482900,campo Grande - SANTA CASA,MS,11/07/2020
10/07/2020,VYAIRE,MATO GROSSO DO SUL,ESTADO,UTI,20,1200000,CAMPO GRANDE - Secretaria Estadual de Saœde,MS,13/07/2020
17/07/2020,VYAIRE,MATO GROSSO DO SUL,ESTADO,UTI,5,300000,CAMPO GRANDE - Secretaria Estadual de Saœde  ,MS,24/07/2020
17/07/2020,MAGNAMED,MATO GROSSO DO SUL,ESTADO,TRANSPORTE,5,241450,CAMPO GRANDE - Secretaria Estadual de Saœde  ,MS,24/07/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,ALCINOPOLIS - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,VYAIRE,MATO GROSSO DO SUL,ESTADO,UTI,5,300000,CAMPO GRANDE -  Secretaria Estadual de Saœde ,MS,03/08/2020
24/07/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,5,300000,CORUMBA - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,5,100000,CORUMBA - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,5,100000,COSTA RICA - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,FIGUEIRAO - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,INOCENCIA - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,PEDRO GOMES - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,RIO BRILHANTE - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,2,120000,SÌO GABRIEL DO OESTE - Secretaria Municipal de Saœde ,MS,03/08/2020
24/07/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,40000,SONORA - Secretaria Municipal de Saœde ,MS,03/08/2020
31/07/2020,LEISTUNG,MATO GROSSO DO SUL,ESTADO,UTI,20,1200000,SECRETARIA DE ESTADUAL DE SAUDE - CAMPO GRANDE,MS,01/08/2020
03/08/2020,VYAIRE LTV 1200 USA,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE USA,40,2525038,SECRETARIA MUNICIPAL DE SAòDE DE CAMPO GRANDE,MS,05/08/2020
